"predict","Days","start station name","bikes","Month","DayOfWeek"
1.0804968747735748,15887,"8 Ave & W 33 St",1,"6","Sun"
1.0569231378419717,15887,"South St & Gouverneur Ln",1,"6","Sun"
1.1902879933428243,15887,"W 41 St & 8 Ave",1,"6","Sun"
1.2185999534325043,15887,"W 43 St & 6 Ave",1,"6","Sun"
1.3254397344099258,15888,"Broadway & E 22 St",1,"7","Mon"
1.0716856563637742,15888,"E 19 St & 3 Ave",1,"7","Mon"
1.2002469740175399,15888,"MacDougal St & Prince St",1,"7","Mon"
1.054411321658775,15888,"W 25 St & 6 Ave",1,"7","Mon"
1.0728579688189281,15888,"W 49 St & 5 Ave",1,"7","Mon"
1.0887717008144755,15889,"Joralemon St & Adams St",1,"7","Tue"
1.1371794209278556,15889,"W 51 St & 6 Ave",1,"7","Tue"
1.0139767634932295,15890,"Metropolitan Ave & Bedford Ave",1,"7","Wed"
1.0853481076097036,15890,"W 22 St & 8 Ave",1,"7","Wed"
1.2313871918494732,15890,"West St & Chambers St",1,"7","Wed"
1.3135324474980465,15891,"E 17 St & Broadway",2,"7","Thu"
1.095637800384191,15891,"Forsyth St & Broome St",2,"7","Thu"
1.313996314949622,15891,"W 13 St & 6 Ave",1,"7","Thu"
1.067423179293501,15891,"W 37 St & 10 Ave",1,"7","Thu"
1.2986137803552398,15891,"West St & Chambers St",1,"7","Thu"
1.1141667741262686,15892,"6 Ave & Canal St",1,"7","Fri"
1.081285976139042,15892,"E 20 St & 2 Ave",1,"7","Fri"
1.1491431724256735,15892,"Lafayette St & Jersey St",1,"7","Fri"
1.1187257498974417,15892,"South St & Whitehall St",1,"7","Fri"
1.0440420230464733,15892,"W 46 St & 11 Ave",1,"7","Fri"
1.2059717663450236,15893,"Broadway & E 22 St",1,"7","Sat"
1.084465683416654,15893,"W 16 St & The High Line",1,"7","Sat"
1.009744981387247,15893,"Wythe Ave & Metropolitan Ave",1,"7","Sat"
1.0637701176983172,15894,"2 Ave & E 31 St",1,"7","Sun"
1.0301721305627711,15894,"Carlton Ave & Park Ave",1,"7","Sun"
1.1436716186106948,15894,"Carmine St & 6 Ave",1,"7","Sun"
1.063861548695354,15894,"E 2 St & 2 Ave",1,"7","Sun"
1.0069213191233592,15894,"Hicks St & Montague St",1,"7","Sun"
1.1079948725182462,15895,"11 Ave & W 41 St",1,"7","Mon"
1.0657628274736932,15895,"8 Ave & W 52 St",1,"7","Mon"
1.0222191543737194,15895,"Broadway & W 49 St",1,"7","Mon"
1.0590346305347562,15895,"E 20 St & Park Ave",2,"7","Mon"
1.1081965202647917,15895,"John St & William St",1,"7","Mon"
1.0782842987879124,15895,"W 45 St & 6 Ave",1,"7","Mon"
1.040395961073151,15896,"Atlantic Ave & Fort Greene Pl",1,"7","Tue"
1.1533709830796646,15896,"E 32 St & Park Ave",1,"7","Tue"
