2590,6225
2804,6121
2785,6211
2595,6172
2579,6031
2606,6256
2605,6228
2617,6244
2612,6230
2612,6222
2886,4051
2742,6091
2609,6211
2503,5600
2495,5576
2610,6096
2517,5607
2504,5572
2503,5555
2501,5547
2880,4323
2768,5972
2511,5569
2507,5534
2492,5494
2489,5486
2962,3395
2811,5643
2739,6033
2703,6123
2522,5569
2519,5559
2516,5541
2515,5532
2900,4115
2709,6094
2511,5494
2749,6005
2686,6155
2699,6853
2570,5745
2533,5552
2703,6186
2678,6546
2529,5484
2524,5474
2536,5475
2498,5357
2489,5334
2713,6039
2739,6219
2696,6071
2510,5325
2502,5316
2722,6132
2500,5279
2486,5262
2489,5254
2489,5247
2490,5218
2952,3509
2705,6615
2507,5221
2500,5205
2493,5197
2509,5184
2919,4060
2740,6686
2640,5866
2843,4956
3008,3036
2893,4340
2850,4548
2628,5645
2864,4849
2827,5474
2529,5047
2808,6341
2840,4833
2795,6497
2746,6597
2847,5796
2840,5944
2537,4919
2860,5800
2818,4978
2801,6457
2791,6606
2745,6428
2514,4811
2788,5396
2562,5031
3073,2735
2978,3792
2860,5904
3067,2774
2804,6471
2562,5091
2567,4924
2998,3721
2684,5693
2676,5655
2863,5184
2574,4910
2511,4660
3067,2947
2909,4084
2863,5695
2567,5079
3182,1184
2818,5467
2752,6131
2751,6088
2569,4844
3195,1206
2982,3880
2850,5239
2586,4875
2837,5428
2723,5793
3070,2858
3057,3211
2818,4497
2847,4727
2606,5106
2893,5755
2716,5581
2644,5168
2613,4818
2929,4017
2767,6192
2991,3613
2939,4224
2537,4509
3119,2556
2942,3900
2886,5518
2775,6177
2490,4184
3106,1655
2831,4611
2837,6221
2890,4734
2824,6316
2728,5515
2962,3811
3142,1989
2847,6194
2536,4201
3168,1239
2926,4814
2893,5865
2687,4936
3109,2017
3119,2377
2916,5502
2795,6073
2555,4159
2499,3950
3027,1900
3096,2310
2916,4417
2591,4224
3185,1392
3021,1937
3083,2873
2860,4759
3008,1924
3034,2012
2873,6091
3182,1513
2998,4121
2658,4286
3175,1584
2952,5192
2622,4086
2955,4968
2837,6341
3182,1661
3077,3261
2755,5468
3047,3540
2880,5906
3221,1710
3182,1768
3064,2148
2827,6067
2518,3522
3050,2721
3107,2069
2995,4135
2721,4191
3182,1854
2724,4875
2515,3451
3017,2352
3077,3734
2929,6106
2735,4924
2893,4667
3231,1921
2560,3505
3162,2188
2982,2750
2731,4873
3172,2037
2916,4206
2890,5757
2704,3734
3198,2285
2985,3195
3011,4910
3024,4961
2763,4788
3244,2225
2955,2819
3201,2289
2972,2816
2985,3519
2539,3115
3001,3903
2952,2960
2962,3337
3004,5840
2727,4245
3004,4031
2886,5557
3024,5764
3034,4921
2903,5904
2926,3331
2942,3470
2991,6214
2742,4314
2606,3174
3244,2460
3237,2506
2616,3186
2913,5568
2813,4729
2530,2726
3260,2531
3047,5635
2955,3248
2893,4682
2965,3315
3037,5238
3027,5912
2756,4210
2939,5584
3198,2858
3195,2880
2975,4519
2890,4761
3018,5486
3011,5975
3221,2868
3004,6017
2572,2509
3260,2854
3168,3180
2878,4924
3198,3076
2975,5262
3178,3248
2995,5533
2913,4733
2982,6500
2945,5354
2995,6349
2942,6062
2945,6034
2959,5920
2796,3934
2785,3829
2784,3198
2789,3174
2922,4536
3008,6096
2978,6368
2892,4457
2521,2066
2985,6482
3057,3955
2829,4187
3201,3460
3136,3798
2548,2058
2962,6046
2808,3651
2749,2797
3155,3871
2991,6068
2968,5265
2932,5067
2808,3757
2794,3079
3080,4176
2936,4456
2913,5517
2919,5539
2978,5905
2574,1924
3142,4070
2804,3031
2595,2010
2929,5776
3001,6227
2813,2872
2988,5836
3175,4184
2861,3972
2804,2825
3001,6310
2914,4430
2668,2240
3185,4273
2913,5983
3168,4394
2955,5370
2932,5166
3234,4109
3201,4255
2903,6046
2874,3653
2903,6195
2800,2958
3257,4246
3188,4526
2952,5251
2932,6409
3050,6162
2955,5057
2791,2294
3172,4624
3116,4802
2895,4002
3182,4585
3024,5114
2962,6356
2978,5502
2952,5268
2945,4425
3149,4831
2833,2407
3136,4858
2851,3037
2933,4221
2810,2178
3267,4518
3188,4753
2955,4475
3001,6012
3008,5998
2942,4228
2921,4024
2985,5570
2978,5007
2889,3049
2814,2316
2938,3239
2828,2714
3146,5052
2977,4676
3034,5490
3083,5380
3044,5476
2982,5609
2901,3360
2995,5126
2528,390
3188,5166
2939,5753
3008,5600
3021,5543
2937,4354
2844,2724
2781,1707
2945,5686
2857,3161
3021,5720
2919,6047
2800,2001
2773,983
2759,895
2714,779
2671,664
2975,4928
2775,1061
2746,912
2743,883
2717,794
2751,967
2739,908
2733,878
2716,789
2611,495
3073,5654
3060,5755
2899,4034
2861,3406
2853,3287
2785,1860
2723,845
2656,636
3064,5721
3050,5783
3004,5934
2952,6078
3034,5100
2703,780
2685,722
2661,663
3057,5740
3050,5770
3060,5139
2945,4737
2704,797
2676,713
2621,571
3060,5768
2975,6039
3067,5125
2719,874
2638,618
2700,779
2673,721
2654,664
2664,684
3050,4978
2858,3034
2854,2974
3047,5994
2873,3242
2680,730
2676,700
2678,641
2839,2612
2792,2282
3103,5920
2995,4670
2702,932
2991,4582
3004,4624
2919,6349
2945,5134
3054,4830
2978,4455
2915,4260
2756,1770
2717,1230
2928,4050
2770,2011
2656,518
2750,1565
2907,3783
2781,2465
2715,1120
2968,6508
2739,1366
2922,4027
2792,2442
3064,6357
3041,4636
2888,3164
3080,6347
2613,558
2978,6576
2952,4105
2773,2338
3057,6452
3064,4361
2742,1725
2677,953
2567,492
2739,1761
3001,4570
3014,3973
2584,480
2902,3107
3047,6661
2909,3586
2910,3556
3011,6632
2998,6557
3011,4386
3008,3950
3004,3899
3031,4002
2939,4506
2949,4471
3028,3771
2900,4667
2932,5585
2909,5006
2909,4985
2900,4880
2867,2963
3047,3811
2617,1383
2998,6224
2962,5658
2759,2462
2646,1518
3027,4011
2963,3360
2919,3311
2690,1645
2660,1249
2955,4074
2953,3297
2887,3273
3014,6169
2995,5849
2965,3283
2982,5641
2739,1742
2983,5600
2916,4030
3047,3591
2751,2912
2690,1310
2599,1233
2919,3945
2975,3739
2617,1290
2574,1318
2939,5016
2915,3018
2765,3107
2784,2687
2850,2971
2919,3853
2995,3487
2817,2613
2932,4597
2826,2704
2795,2389
2760,2079
2700,1691
3001,3379
2699,1670
2730,1883
2655,1634
2644,1624
2998,3271
2854,2912
2809,2486
2633,1651
2588,1654
2811,2506
2926,3446
2839,2616
2689,1851
3015,4847
2995,4795
2938,2656
2929,2590
2851,2698
2949,2714
2596,1321
2939,4080
2805,2436
3074,5353
2932,2418
2868,2468
2864,2713
2946,2352
3021,4662
3018,4569
2863,2577
2978,2688
2945,2278
2618,1866
2968,2557
2734,2445
2728,2416
2762,2647
2922,3582
2926,2375
2962,2514
2624,2374
2917,2125
2644,1426
2645,1368
3024,4161
2651,1783
2936,2571
2813,2313
2617,2506
2952,2022
2968,1992
2992,1919
2976,1891
2796,2323
2955,2428
2917,1907
2821,2247
2794,2408
2661,1499
2793,2274
2976,1917
2807,2215
3109,4669
3109,4310
2792,2208
2775,2244
3113,4380
2919,3187
2757,2259
2952,3375
2764,2216
2753,2213
2744,2232
2736,2252
2954,1657
2662,2588
2988,3596
2965,3383
2663,2546
2600,1195
2942,3211
2718,2207
2695,2291
2669,1559
2753,2123
2721,2185
2686,2293
2676,2352
2610,1256
2706,2185
2709,2563
2676,1745
3201,5058
2688,2227
2685,2241
2684,2215
2714,2479
2766,2800
2695,2101
2690,2123
2769,2780
2795,1740
2740,2432
3009,1631
2964,1434
2783,2467
2781,2630
2775,2673
2781,2739
2593,1279
3149,4269
3044,3538
2919,2754
2786,2609
2780,2652
2780,2674
2872,1323
2796,2546
2790,2588
2769,2869
2719,2177
2763,2032
3011,3215
2955,2967
3149,4310
2808,1230
2811,2464
3205,4817
2892,1140
2922,2218
2828,2086
2598,1482
2972,2880
2834,2005
2810,2620
2684,2047
2613,1626
2647,1299
2667,1293
2942,2110
2971,1131
2822,2765
2661,1996
2687,1350
3103,3589
3034,3131
2682,2060
2876,1894
2802,2630
2958,932
2890,1723
2707,2190
2706,2123
2702,2101
2686,2036
2727,2278
2720,2255
2733,2297
2724,2252
2619,1691
3195,4401
3139,3690
2929,1911
2849,2646
2733,2315
2803,1124
2931,1621
2871,2271
2737,2357
2730,2335
2653,1722
2655,1652
2659,1749
2665,1728
2871,792
2988,1437
2920,1265
2718,2082
2682,1702
2662,1765
3096,2984
2975,1381
2653,1833
2876,1074
